Volatility 3 Framework 2.7.0

Offset	Name	Size
0xe5831f15da40	\Windows\servicing\Packages\Microsoft-Windows-MSPaint-FoD-Package~31bf3856ad364e35~amd64~~10.0.19041.3758.mum	216
0xe5831f15dbd0	\Windows\servicing\Packages\Microsoft-Windows-MSPaint-FoD-Package~31bf3856ad364e35~wow64~en-US~10.0.19041.1.mum	216
0xe5831f15dd60	\Windows\servicing\Packages\Microsoft-Windows-MSPaint-FoD-Package~31bf3856ad364e35~wow64~~10.0.19041.1.mum	216
0xe5831f15def0	\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_1000.19053.1000.0_x64__cw5n1h2txyewy\S-1-5-21-2787934183-86809313-2352333484-1000.pckgdep	216
0xe5831f15e080	\Windows\servicing\Packages\Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3803.mum	216
0xe5831f15e530	\Windows\System32\ntlanman.dll	216
0xe5831f15e6c0	\Windows\servicing\Packages\Microsoft-Windows-LanguageFeatures-OCR-en-us-Package~31bf3856ad364e35~amd64~~10.0.19041.1.mum	216
0xe5831f15e850	\Windows\servicing\Packages\Microsoft-Windows-LanguageFeatures-TextToSpeech-en-us-Package~31bf3856ad364e35~amd64~~10.0.19041.1.mum	216
0xe5831f15e9e0	\Windows\System32\en-US\StartTileData.dll.mui	216
0xe5831f15ed00	\Windows\servicing\Packages\Microsoft-Windows-PowerShell-ISE-FOD-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.1.mum	216
0xe5831f15f1b0	\Windows\System32\webplatstorageserver.dll	216
0xe5831f15f340	\Windows\WindowsUpdate.log	216
0xe5831f15f4d0	\Users\User	216
0xe5831f15f660	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.3636_none_60b6a03d71f818d5	216
0xe5831f15fb10	\Windows\servicing\Packages\Microsoft-Windows-Notepad-FoD-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.488.mum	216
0xe5831f15fca0	\Windows\servicing\Packages\Microsoft-Windows-Printing-WFS-FoD-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636.mum	216
0xe5831f160150	\Windows\servicing\Packages\Microsoft-Windows-Notepad-FoD-Package~31bf3856ad364e35~wow64~en-US~10.0.19041.1.mum	216
0xe5831f160470	\Windows\servicing\Packages\Microsoft-Windows-Notepad-FoD-Package~31bf3856ad364e35~wow64~~10.0.19041.1.mum	216
0xe5831f160600	\Windows\System32\SppExtComObj.Exe	216
0xe5831f160790	\Windows\Prefetch\MSIEXEC.EXE-B5AFA339.pf	216
0xe5831f160920	\Program Files\Wireshark\radius\dictionary.rfc4372	216
0xe5831f160ab0	\Windows\servicing\Packages\Microsoft-Windows-Notepad-FoD-Package~31bf3856ad364e35~amd64~~10.0.19041.3636.mum	216
0xe5831f160c40	\Windows\Prefetch\SPPEXTCOMOBJ.EXE-F8C1C601.pf	216
0xe5831f160dd0	\Windows\Logs\WindowsUpdate\WindowsUpdate.20240512.022359.571.1.etl	216
0xe5831f1610f0	\Windows\servicing\Packages\Microsoft-Windows-PowerShell-ISE-FOD-Package~31bf3856ad364e35~amd64~~10.0.19041.1.mum	216
0xe5831f161410	\Windows\System32\WindowsPowerShell\v1.0\en-US\powershell.exe.mui	216
0xe5831f1615a0	\$Directory	216
0xe5831f161a50	\Windows\System32\en-US\notepad.exe.mui	216
0xe5831f161be0	\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.jfm	216
0xe5831f161d70	\Windows\servicing\Packages\Microsoft-Windows-QuickAssist-Package~31bf3856ad364e35~amd64~~10.0.19041.3758.mum	216
0xe5831f162090	\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.edb	216
0xe5831f162220	\Users\User\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edb.log	216
0xe5831f1623b0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.3636_none_60b6a03d71f818d5	216
0xe5831f1626d0	\Windows\System32\en-US\shell32.dll.mui	216
0xe5831f162860	\Users\User\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edb.log	216
0xe5831f1629f0	\Windows\servicing\Packages\Microsoft-Windows-StepsRecorder-Package~31bf3856ad364e35~amd64~~10.0.19041.3636.mum	216
0xe5831f162b80	\Windows\System32\en-US\AppResolver.dll.mui	216
0xe5831f162ea0	\Windows\System32\en-US\ESENT.dll.mui	216
0xe5831f1631c0	\Windows\System32\dllhost.exe	216
0xe5831f163350	\Program Files\Wireshark\radius\custom.includes	216
0xe5831f1634e0	\Windows\System32\en-US\ESENT.dll.mui	216
0xe5831f163800	\Windows\System32	216
0xe5831f163990	\Windows\SystemResources\notepad.exe.mun	216
0xe5831f163b20	\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.edb	216
0xe5831f163cb0	\Windows\System32\en-US\StartTileData.dll.mui	216
0xe5831f163e40	\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.jfm	216
0xe5831f164160	\$Directory	216
0xe5831f1642f0	\Windows\SoftwareDistribution\DataStore\Logs\edb.log	216
0xe5831f164480	\Windows\servicing\Packages\Microsoft-Windows-StepsRecorder-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.1.mum	216
0xe5831f164610	\Windows\System32\en-US\wuaueng.dll.mui	216
0xe5831f1647a0	\Windows\System32\C_20127.NLS	216
0xe5831f164930	\Windows\SoftwareDistribution\DataStore\Logs\edb.log	216
0xe5831f164de0	\Program Files\Wireshark\radius\dictionary.rfc4603	216
0xe5831f165420	\Windows\SoftwareDistribution\DataStore\DataStore.edb	216
0xe5831f165740	\Endpoint	216
0xe5831f165a60	\Windows\System32\ssdpsrv.dll	216
0xe5831f165bf0	\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.jfm	216
0xe5831f1660a0	\Windows\servicing\Packages\Microsoft-Windows-StepsRecorder-Package~31bf3856ad364e35~wow64~~10.0.19041.1.mum	216
0xe5831f166230	\Windows\Prefetch\SLUI.EXE-A65918C4.pf	216
0xe5831f1663c0	\Windows\servicing\Packages\Microsoft-Windows-WordPad-FoD-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.1.mum	216
0xe5831f166550	\Windows\System32\WordBreakers.dll	216
0xe5831f1666e0	\Windows\SoftwareDistribution\DataStore\DataStore.jfm	216
0xe5831f166a00	\Windows\servicing\Packages\Microsoft-Windows-UserExperience-Desktop-Package~31bf3856ad364e35~amd64~~10.0.19041.3758.mum	216
0xe5831f166b90	\Endpoint	216
0xe5831f166d20	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.3636_none_60b6a03d71f818d5	216
0xe5831f166eb0	\Windows\System32\slui.exe	216
0xe5831f167360	\Windows\servicing\Packages\Microsoft-Windows-StepsRecorder-Package~31bf3856ad364e35~wow64~en-US~10.0.19041.1.mum	216
0xe5831f1674f0	\Windows\servicing\Packages\Microsoft-Windows-WordPad-FoD-Package~31bf3856ad364e35~amd64~~10.0.19041.3758.mum	216
0xe5831f167680	\Windows\System32\sppcomapi.dll	216
0xe5831f1679a0	\Windows\System32\imageres.dll	216
0xe5831f167cc0	\Program Files (x86)\desktop.ini	216
0xe5831f167e50	\Windows\servicing\Packages\Microsoft-Windows-TabletPCMath-Package~31bf3856ad364e35~amd64~~10.0.19041.3636.mum	216
0xe5831f168300	\$Directory	216
0xe5831f168490	\Windows\System32\sppcomapi.dll	216
0xe5831f168940	\Windows\servicing\Packages\Package_for_ServicingStack_1704~31bf3856ad364e35~amd64~~19041.1704.1.4.mum	216
0xe5831f168ad0	\Windows\servicing\Packages\Package_for_KB5015684~31bf3856ad364e35~amd64~~19041.1799.1.2.mum	216
0xe5831f168df0	\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\Metadata\UpdateAgent.dll	216
0xe5831f1692a0	\Windows\SoftwareDistribution\ReportingEvents.log	216
0xe5831f1695c0	\MsFteWds	216
0xe5831f1698e0	\Windows\servicing\Packages\Package_for_ServicingStack_3745~31bf3856ad364e35~amd64~~19041.3745.1.0.mum	216
0xe5831f169a70	\Windows\SystemResources\imageres.dll.mun	216
0xe5831f169c00	\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\77EC63BDA74BD0D0E0426DC8F8008506	216
0xe5831f169d90	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.3636_none_60b6a03d71f818d5	216
0xe5831f16a0b0	\Windows\System32\slwga.dll	216
0xe5831f16a240	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.3636_none_60b6a03d71f818d5	216
0xe5831f16a3d0	\Windows\System32\en-US\sppcomapi.dll.mui	216
0xe5831f16a560	\Windows\System32\slui.exe	216
0xe5831f16a880	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.3636_none_60b6a03d71f818d5	216
0xe5831f16aa10	\Windows\servicing\Packages\Microsoft-Windows-WordPad-FoD-Package~31bf3856ad364e35~wow64~~10.0.19041.1.mum	216
0xe5831f16aba0	\Windows\servicing\Packages\Package_for_DotNetRollup~31bf3856ad364e35~amd64~~10.0.4682.1.mum	216
0xe5831f16aec0	\Windows\servicing\Packages\Microsoft-Windows-WordPad-FoD-Package~31bf3856ad364e35~wow64~en-US~10.0.19041.1.mum	216
0xe5831f16b370	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.19041.3636_none_7931fb75243f97c8\comctl32.dll	216
0xe5831f16b500	\Windows\System32\wuauclt.exe	216
0xe5831f16b9b0	\Program Files\Wireshark\radius\dictionary.rfc4818	216
0xe5831f16bb40	\Windows\System32\wcmapi.dll	216
0xe5831f16c180	\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\57C8EDB95DF3F0AD4EE2DC2B8CFD4157	216
0xe5831f16cc70	\Windows\System32\sqmapi.dll	216
0xe5831f16ce00	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.19041.3636_none_7931fb75243f97c8	216
0xe5831f16d2b0	\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\FB0D848F74F70BB2EAA93746D24D9749	216
0xe5831f16d760	\Windows\Fonts\StaticCache.dat	216
0xe5831f16da80	\Windows\System32\en-US\elscore.dll.mui	216
0xe5831f16dc10	\Windows\System32\wuaueng.dll	216
0xe5831f16e0c0	\Windows\System32\elsTrans.dll	216
0xe5831f16e570	\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3745_none_7ded3f327ca60a41\wdscore.dll	216
0xe5831f16ebb0	\Windows\System32\wbem\wmiprov.dll	216
0xe5831f16ed40	\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db-wal	216
0xe5831f16eed0	\Users\User\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\index	216
0xe5831f16f1f0	\Windows\System32\ClipSVC.dll	216
0xe5831f16f380	\Windows\System32\en-US\Windows.Web.dll.mui	216
0xe5831f16f510	\Windows\System32\Windows.System.Profile.PlatformDiagnosticsAndUsageDataSettings.dll	216
0xe5831f16f6a0	\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\Notifications\WPNPRMRY.tmp	216
0xe5831f16f830	\$Directory	216
0xe5831f170320	\Windows\System32\Windows.Energy.dll	216
0xe5831f1704b0	\Windows\System32\conhost.exe	216
0xe5831f170c80	\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db	216
0xe5831f170e10	\Windows\System32\spp\store\2.0\tokens.dat	216
0xe5831f1712c0	\Windows\System32\loadperf.dll	216
0xe5831f171900	\Endpoint	216
0xe5831f171a90	\Windows\servicing\en-US\TrustedInstaller.exe.mui	216
0xe5831f171c20	\Windows\servicing\Packages\OpenSSH-Client-Package~31bf3856ad364e35~amd64~~10.0.19041.3636.mum	216
0xe5831f1723f0	\Windows\servicing\CbsApi.dll	216
0xe5831f172bc0	\Program Files\Wireshark\radius\dictionary.dante	216
0xe5831f173200	\Endpoint	216
0xe5831f1736b0	\Windows\servicing\TrustedInstaller.exe	216
0xe5831f174330	\Windows\System32\en-US\netmsg.dll.mui	216
0xe5831f1744c0	\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe\WinStoreTasksWrapper.dll	216
0xe5831f174650	\Windows\System32\en-US\Conhost.exe.mui	216
0xe5831f174c90	\Windows\Logs\CBS\CBS.log	216
0xe5831f1752d0	\Endpoint	216
0xe5831f175780	\Windows\System32\mscoree.dll	216
0xe5831f175c30	\Endpoint	216
0xe5831f176720	\$Directory	216
0xe5831f1776c0	\Endpoint	216
0xe5831f17a730	\$Directory	216
0xe5831f17abe0	\Windows\Prefetch\MSEDGE.EXE-BA103771.pf	216
0xe5831f17b090	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.19041.3636_neutral_neutral_cw5n1h2txyewy\S-1-5-21-2787934183-86809313-2352333484-1000.pckgdep	216
0xe5831f17b220	\$Directory	216
0xe5831f17b540	\Users\User\AppData\Local\Microsoft\OneDrive\settings\Personal\logUploaderSettings.ini	216
0xe5831f17bd10	\Program Files\Wireshark\radius\dictionary.dellemc	216
0xe5831f17c350	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.3636_none_60b6a03d71f818d5	216
0xe5831f17c4e0	\Windows\System32\wbem\WmiPerfClass.dll	216
0xe5831f17c670	\Windows\System32\sru\SRU.chk	216
0xe5831f17c800	\Windows\Prefetch\SEARCHPROTOCOLHOST.EXE-AFAD3EF9.pf	216
0xe5831f17d480	\Windows\System32\sru\SRUDB.jfm	216
0xe5831f17d7a0	\Windows\System32\SearchProtocolHost.exe	216
0xe5831f17d930	\Windows\Prefetch\TIWORKER.EXE-B690B499.pf	216
0xe5831f17e100	\Users\User\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db	216
0xe5831f17e5b0	\Users\User\OneDrive\desktop.ini	216
0xe5831f17f0a0	\Users\User\AppData\Local\Microsoft\Windows\Explorer\thumbcache_48.db	216
0xe5831f17fa00	\$Directory	216
0xe5831f17fb90	\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\desktop.ini	216
0xe5831f180360	\Windows\Prefetch\RUNTIMEBROKER.EXE-B51972DD.pf	216
0xe5831f180810	\Windows\Prefetch\DLLHOST.EXE-71214090.pf	216
0xe5831f1809a0	\$Directory	216
0xe5831f180cc0	\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\desktop.ini	216
0xe5831f181490	\Program Files\Wireshark\radius\dictionary.meru	216
0xe5831f181620	\$Directory	216
0xe5831f181940	\Program Files\Wireshark\radius\dictionary.rfc4849	216
0xe5831f181c60	\$Directory	216
0xe5831f182a70	\Program Files\Wireshark\radius\dictionary.meraki	216
0xe5831f182d90	\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft Edge.lnk	216
0xe5831f183240	\Windows\Prefetch\CONSENT.EXE-65F6206D.pf	216
0xe5831f183560	\Program Files\Wireshark\radius\dictionary.merit	216
0xe5831f183a10	\$Directory	216
0xe5831f183d30	\Users\User\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\ccba5a5986c77e43.customDestinations-ms	216
0xe5831f183ec0	\$Directory	216
0xe5831f18aa90	\$Recycle.Bin\S-1-5-21-2787934183-86809313-2352333484-1000\desktop.ini	216
0xe5831f18b710	\Windows\System32\msdmo.dll	216
0xe5831f18bee0	\Windows\System32\msacm32.dll	216
0xe5831f18db00	\Users\User\Contacts\desktop.ini	216
0xe5831f18e2d0	\$Directory	216
0xe5831f18e460	\Windows\System32\ksuser.dll	216
0xe5831f18e5f0	\Windows\System32\mfcore.dll	216
0xe5831f18ec30	\Users\User\AppData\Local\Microsoft\Edge\User Data\SmartScreen\local\downloadCache_	216
0xe5831f18edc0	\Users\User\Searches\desktop.ini	216
0xe5831f18fa40	\Users\User\Links\desktop.ini	216
0xe5831f190530	\Users\User\Saved Games\desktop.ini	216
0xe5831f1906c0	\Users\User\Favorites\desktop.ini	216
0xe5831f190d00	\Users\User\AppData\Local\Microsoft\Edge\User Data\SmartScreen\local\downloadCache	216
0xe5831f1df0a0	\$Extend\$RmMetadata\$Repair:$Corrupt:$DATA	216
0xe5831f1df4f0	\$Extend\$RmMetadata\$Repair	216
0xe5831f1df660	\$Extend\$Deleted:$I30:$INDEX_ALLOCATION	216
0xe5831f1df7d0	\$Directory	216
0xe5831f1dfd90	\$Extend\$UsnJrnl:$J:$DATA	216
0xe5831f1e0070	\$Secure:$SDS:$DATA	216
0xe5831f1e01e0	\$Secure:$SII:$INDEX_ALLOCATION	216
0xe5831f1e0350	\$Mft::$BITMAP	216
0xe5831f1e04c0	\:$I30:$INDEX_ALLOCATION	216
0xe5831f1e0630	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog	216
0xe5831f1e07a0	\$Extend\$RmMetadata\$TxfLog\$TxfLog.blf	216
0xe5831f1e0a80	\$Extend\$RmMetadata\$Repair:$Verify:$DATA	216
0xe5831f1e0bf0	\$Extend:$I30:$INDEX_ALLOCATION	216
0xe5831f22c0a0	\Windows\System32\drivers\tbs.sys	216
0xe5831f22cab0	\Windows\System32\drivers\UCPD.sys	216
0xe5831f22d1e0	\Windows\System32\drivers\cdrom.sys	216
0xe5831f22d350	\$Directory	216
0xe5831f22dbf0	\Windows\System32\drivers\null.sys	216
0xe5831f22ded0	\Windows\System32\drivers\filecrypt.sys	216
0xe5831f24c210	\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001	216
0xe5831f24c4f0	\$Extend\$RmMetadata\$TxfLog\$Tops:$T:$DATA	216
0xe5831f24c660	KtmLog	216
0xe5831f24cab0	\$Directory	216
0xe5831f24cd90	\$Extend\$RmMetadata\$TxfLog\$Tops	216
0xe5831f24d070	\$Extend\$Reparse:$R:$INDEX_ALLOCATION	216
0xe5831f24d350	\$Extend\$RmMetadata\$Txf:$I30:$INDEX_ALLOCATION	216
0xe5831f24d4c0	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog	216
0xe5831f24d630	TxfLog	216
0xe5831f24d7a0	\:$I30:$INDEX_ALLOCATION	216
0xe5831f24da80	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog	216
0xe5831f24dbf0	\$Directory	216
0xe5831f24dd60	\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002	216
0xe5831f24ded0	\Windows\System32\drivers\crashdmp.sys	216
0xe5831f274210	\Windows\System32\ntdll.dll	216
0xe5831f274380	\Windows\SysWOW64\ntdll.dll	216
0xe5831f2744f0	\$Directory	216
0xe5831f274660	\Windows\System32\vertdll.dll	216
0xe5831f274c20	\$Directory	216
0xe5831f2751e0	\Windows\System32\drivers\dumpfve.sys	216
0xe5831f275350	\Windows\System32\drivers\storahci.sys	216
0xe5831f275910	\$Directory	216
0xe5831f275a80	\Windows\System32\drivers\Diskdump.sys	216
0xe5831f3160d0	\Windows\System32\config\DEFAULT.LOG2	216
0xe5831f316580	\Windows\System32	216
0xe5831f316710	\Windows\System32\basesrv.dll	216
0xe5831f3168a0	\Windows\System32\winsrvext.dll	216
